expression,expression_count
lot without me no,2
without me no no,2
me no no no,4
no no no so,2
no no so um,2
no so um do,2
so um do you,2
um do you think,2
do you think he's,2
you think he's doing,2
think he's doing any,2
he's doing any better,2
doing any better than,2
any better than he,2
better than he was,2
than he was this,2
he was this morning,2
was this morning how,2
this morning how would,2
morning how would i,2
how would i know,2
would i know i,2
i know i wasn't,2
know i wasn't here,2
i wasn't here really,2
wasn't here really not,2
here really not even,2
really not even to,2
not even to um,2
even to um change,2
to um change his,2
um change his pajamas,2
change his pajamas oh,2
his pajamas oh my,2
pajamas oh my god,2
my god you're my,2
god you're my friend,2
you're my friend i,2
my friend i had,2
friend i had to,2
i had to tell,2
had to tell you,2
to tell you i,4
tell you i can't,2
you i can't believe,2
can't believe it paolo,2
believe it paolo kissed,2
it paolo kissed my,2
paolo kissed my mom,2
kissed my mom yeah,2
my mom yeah i,2
mom yeah i mean,2
yeah i mean i,8
i mean i don't,2
mean i don't know,2
don't know if you,6
know if you noticed,2
if you noticed but,2
you noticed but he,2
noticed but he had,2
but he had a,2
he had a lot,2
had a lot to,2
a lot to drink,2
lot to drink i,2
to drink i mean,2
drink i mean you,2
i mean you know,4
mean you know how,2
you know how he,2
know how he gets,2
how he gets when,2
he gets when he's,2
gets when he's drunk,2
when he's drunk i,2
he's drunk i can't,2
drunk i can't do,2
i can't do this,6
can't do this i,2
do this i did,2
this i did it,2
i did it it,2
did it it was,2
it it was me,2
it was me i'm,2
was me i'm sorry,2
me i'm sorry i,2
i'm sorry i kissed,2
sorry i kissed your,2
i kissed your mom,2
kissed your mom what,2
your mom what i,2
mom what i was,2
what i was really,2
i was really upset,2
was really upset about,2
really upset about rachel,2
upset about rachel and,2
about rachel and paolo,2
rachel and paolo and,2
and paolo and i,2
paolo and i think,2
and i think i,6
i think i had,2
think i had too,2
i had too much,2
had too much tequila,2
too much tequila and,2
much tequila and nora,2
tequila and nora mrs,2
and nora mrs mom,2
nora mrs mom your,2
mrs mom your bing,2
mom your bing was,2
your bing was she,2
bing was she was,2
was she was just,2
she was just being,2
was just being nice,2
just being nice you,2
being nice you know,2
you know but nothing,2
know but nothing happened,2
but nothing happened nothing,2
nothing happened nothing ask,2
happened nothing ask joey,2
nothing ask joey joey,2
ask joey joey came,2
joey joey came in,2
joey came in you,2
came in you knew,2
in you knew about,2
you knew about this,4
knew about this uh,2
about this uh you,2
this uh you know,2
uh you know knowledge,2
you know knowledge is,2
know knowledge is a,2
knowledge is a tricky,2
is a tricky thing,2
a tricky thing i,2
tricky thing i spent,2
thing i spent the,2
i spent the entire,2
spent the entire day,2
the entire day with,2
entire day with you,2
day with you why,2
with you why didn't,2
you why didn't you,2
why didn't you tell,2
didn't you tell me,2
you tell me hey,2
tell me hey hey,2
me hey hey you're,2
hey hey you're lucky,2
hey you're lucky i,2
you're lucky i caught,2
lucky i caught them,2
i caught them when,2
caught them when i,2
them when i did,2
when i did or,2
i did or else,2
did or else who,2
or else who knows,2
else who knows what,2
who knows what would've,2
knows what would've happened,2
what would've happened thanks,2
would've happened thanks man,2
happened thanks man big,2
thanks man big help,2
man big help i,2
big help i can't,2
help i can't believe,2
i can't believe this,5
can't believe this what,2
believe this what the,2
this what the hell,2
what the hell were,5
the hell were you,5
hell were you thinking,3
thinking i wasn't i,2
i wasn't i don't,2
wasn't i don't know,2
don't know i of,2
know i of all,2
i of all my,2
of all my friends,2
all my friends no,2
my friends no one,2
friends no one knows,2
no one knows the,2
one knows the crap,2
knows the crap i,2
the crap i go,2
crap i go through,2
i go through with,2
go through with my,2
through with my mom,2
with my mom more,2
my mom more than,2
mom more than you,2
more than you i,2
than you i know,2
you i know i,4
i know i can't,2
you did this me,2
did this me neither,2
this me neither i'm,2
me neither i'm mad,2
neither i'm mad at,2
i'm mad at you,2
mad at you for,2
at you for not,2
you for not telling,2
for not telling me,2
not telling me what,2
telling me what are,2
me what are you,2
what are you mad,2
are you mad at,2
you mad at me,2
mad at me let,2
at me let me,2
me let me slam,2
let me slam the,2
me slam the door,2
slam the door chandler,2
the door chandler i,2
door chandler i didn't,2
chandler i didn't kiss,2
i didn't kiss her,2
didn't kiss her he,2
kiss her he did,2
her he did see,2
he did see what,2
did see what happens,2
see what happens when,2
what happens when you,2
happens when you break,2
when you break the,2
you break the code,2
break the code joey,2
the code joey aah,2
code joey aah uh,2
joey aah uh rach,2
aah uh rach hey,2
uh rach hey a,2
rach hey a woman,2
hey a woman undone,2
a woman undone by,2
woman undone by rachel,2
undone by rachel karen,2
by rachel karen green,2
rachel karen green yeah,2
karen green yeah i,2
green yeah i thought,2
yeah i thought i'd,2
i thought i'd give,2
thought i'd give it,2
i'd give it a,2
give it a shot,2
it a shot i'm,2
a shot i'm still,2
shot i'm still on,2
i'm still on the,2
still on the first,2
on the first chapter,2
the first chapter now,2
first chapter now do,2
chapter now do you,2
now do you think,2
do you think his,2
you think his love,2
think his love stick,2
his love stick can,2
love stick can be,2
stick can be liberated,2
can be liberated from,2
be liberated from its,2
liberated from its denim,2
from its denim prison,2
its denim prison yeah,2
denim prison yeah i'd,2
prison yeah i'd say,2
yeah i'd say so,2
i'd say so and,2
say so and there's,2
so and there's no,2
and there's no j,2
there's no j in,2
no j in engorged,2
j in engorged hey,2
in engorged hey rach,2
engorged hey rach hey,2
hey rach hey hello,2
rach hey hello hello,2
hey hello hello you,2
hello hello you going,2
hello you going to,2
you going to the,2
going to the hospital,2
to the hospital tonight,2
the hospital tonight no,2
hospital tonight no you,2
tonight no you no,2
no you no you,2
you no you you,2
no you you just,2
you you just asked,2
you just asked me,2
just asked me okay,2
asked me okay maybe,2
me okay maybe it,2
okay maybe it was,2
maybe it was a,2
it was a trick,2
was a trick question,2
a trick question um,2
trick question um rachel,2
question um rachel can,2
um rachel can we,4
rachel can we do,2
can we do this,2
we do this now,2
do this now okay,2
this now okay i,2
now okay i am,2
okay i am so,2
i am so hot,2
am so hot and,2
so hot and here's,2
hot and here's a,2
and here's a picture,2
here's a picture of,4
a picture of my,2
picture of my mother,2
of my mother and,2
my mother and father,2
mother and father on,2
and father on their,2
father on their wedding,2
on their wedding day,2
their wedding day now,2
wedding day now you,2
day now you tell,2
now you tell me,2
you tell me she's,2
tell me she's not,2
me she's not a,2
she's not a knockout,2
not a knockout i,2
a knockout i cannot,2
knockout i cannot believe,2
i cannot believe we're,2
cannot believe we're having,2
believe we're having this,4
we're having this conversation,2
having this conversation come,2
this conversation come on,2
conversation come on just,2
come on just try,2
on just try to,2
just try to picture,2
try to picture her,2
to picture her not,2
picture her not pregnant,2
her not pregnant that's,2
not pregnant that's all,2
pregnant that's all central,2
that's all central perk,2
all central perk is,2
central perk is proud,4
perk is proud to,4
is proud to present,4
proud to present miss,2
to present miss phoebe,2
present miss phoebe buffay,2
miss phoebe buffay phoebe,4
phoebe buffay phoebe thanks,4
buffay phoebe thanks hi,4
phoebe thanks hi um,4
thanks hi um ahem,4
hi um ahem okay,2
um ahem okay i'd,2
ahem okay i'd like,2
okay i'd like to,2
i'd like to start,2
like to start with,2
to start with a,4
start with a song,6
with a song that's,4
a song that's about,4
song that's about a,2
that's about a man,2
about a man i,2
a man i recently,2
man i recently met,2
i recently met who's,2
recently met who's um,2
met who's um come,2
who's um come to,2
um come to be,2
come to be very,2
to be very important,2
be very important to,2
very important to me,2
important to me okay,2
to me okay you,2
me okay you don't,2
okay you don't have,2
don't have to be,4
have to be awake,2
to be awake to,2
be awake to be,2
awake to be my,2
to be my man,2
be my man long,2
my man long as,2
man long as you,2
long as you have,2
as you have brain,2
you have brain waves,2
have brain waves i'll,2
brain waves i'll be,2
waves i'll be there,2
i'll be there to,2
be there to hold,2
there to hold your,2
to hold your hand,2
hold your hand though,2
your hand though we,2
hand though we just,2
though we just met,2
we just met the,2
just met the other,2
met the other day,2
the other day there's,2
other day there's something,2
day there's something i,2
there's something i have,2
something i have got,2
i have got to,2
have got to say,2
got to say okay,2
to say okay thank,2
say okay thank you,2
okay thank you very,4
thank you very much,6
you very much i'm,2
very much i'm gonna,2
much i'm gonna take,2
i'm gonna take a,2
gonna take a short,4
take a short break,4
a short break rachel,2
short break rachel okay,2
break rachel okay that,2
rachel okay that was,2
okay that was phoebe,2
that was phoebe buffay,2
was phoebe buffay everybody,2
phoebe buffay everybody whoo,2
buffay everybody whoo what,2
everybody whoo what the,2
whoo what the hell,2
what the hell was,4
the hell was that,4
hell was that phoebe,2
was that phoebe just,2
that phoebe just started,2
phoebe just started i,2
just started i believe,2
started i believe i,2
i believe i was,2
believe i was talking,2
i was talking to,2
was talking to joey,2
talking to joey all,2
to joey all right,2
joey all right there,2
all right there motherkisser,2
right there motherkisser motherkisser,2
there motherkisser motherkisser i'll,2
motherkisser motherkisser i'll shut,2
motherkisser i'll shut up,2
i'll shut up chandler,2
shut up chandler can,2
up chandler can i,2
